dep,arr,fsc,zon,sum_nvols,sum_pax_fs,min_anmois,max_anmois,avg_nvols,avg_pax_fs,dep_,arr_,avg_pc15_d,avg_pc15_a,avg_retard_d,avg_retard_a,dep_apt_lat,dep_apt_long,arr_apt_lat,arr_apt_long
"DTMB","LFMH","MC","I",5,683,200908,200908,5.0000,683.0000,(null),(null),(null),(null),(null),(null),35.76,10.75,45.53,4.3
"DTMB","LFML","MC","I",3250,380268,199005,201803,1.1611,135.8585,"DTMB","LFML",0.0,0.196,0.0,12.707,35.76,10.75,43.44,5.22
"DTMB","LFMN","MC","I",2768,299588,199809,201803,1.3875,150.1694,"DTMB","LFMN",0.0,0.307,0.0,18.353,35.76,10.75,43.67,7.22
"DTMB","LFMT","MC","I",58,6952,199808,201008,0.0483,5.7885,(null),(null),(null),(null),(null),(null),35.76,10.75,43.58,3.96
"DTMB","LFOH","MC","I",39,5010,200408,200609,0.1931,24.8020,(null),(null),(null),(null),(null),(null),35.76,10.75,49.53,0.09
"DTMB","LFPG","MC","I",9178,1349710,199004,201803,3.2779,482.0393,"DTMB","LFPG",0.0,0.333,0.0,20.715,35.76,10.75,49.01,2.55
"DTMB","LFPO","MC","I",11217,1429083,199001,201803,4.0018,509.8405,"DTMB","LFPO",0.0,0.372,0.0,19.941,35.76,10.75,48.72,2.38
"DTMB","LFQQ","MC","I",1952,265843,199008,201509,0.7802,106.2522,(null),(null),(null),(null),(null),(null),35.76,10.75,50.56,3.09
"DTMB","LFRB","MC","I",161,24459,200208,201309,0.1461,22.1951,(null),(null),(null),(null),(null),(null),35.76,10.75,48.45,-4.42
"DTMB","LFRG","MC","I",282,43781,200205,201209,0.2806,43.5632,(null),(null),(null),(null),(null),(null),35.76,10.75,49.36,0.16
"DTMB","LFRN","MC","I",29,4115,199005,200906,0.0152,2.1635,(null),(null),(null),(null),(null),(null),35.76,10.75,48.07,-1.73
"DTMB","LFRS","MC","I",3740,512790,199003,201708,1.3821,189.5011,"DTMB","LFRS",0.0,0.311,0.0,26.69,35.76,10.75,47.16,-1.61
"DTMB","LFSB","MC","I",2572,324606,199004,201208,1.1664,147.2136,(null),(null),(null),(null),(null),(null),35.76,10.75,47.59,7.53
"DTMB","LFSF","MC","I",12,1174,199004,199008,2.4000,234.8000,(null),(null),(null),(null),(null),(null),35.76,10.75,49.08,6.13
"DTMB","LFST","MC","I",338,48885,199006,201210,0.1533,22.1701,(null),(null),(null),(null),(null),(null),35.76,10.75,48.54,7.63
"DTNH","LFPG","MC","I",14,2207,201005,201009,2.8000,441.4000,(null),(null),(null),(null),(null),(null),36.08,10.43,49.01,2.55
"DTNH","LFPO","MC","I",51,8246,201005,201108,0.4904,79.2885,(null),(null),(null),(null),(null),(null),36.08,10.43,48.72,2.38
"DTNH","LFQQ","MC","I",58,7805,201105,201409,0.1902,25.5902,(null),(null),(null),(null),(null),(null),36.08,10.43,50.56,3.09
"DTNH","LFSB","MC","I",113,15143,201108,201506,0.2832,37.9524,(null),(null),(null),(null),(null),(null),36.08,10.43,47.59,7.53
"DTTA","LFBD","MC","I",2545,232331,199002,201803,0.9083,82.9161,"DTTA","LFBD",0.0,0.567,0.0,36.844,36.85,10.23,44.83,-0.72
"DTTA","LFBO","MC","I",5872,595487,199001,201803,2.0949,212.4463,"DTTA","LFBO",0.0,0.622,0.0,37.124,36.85,10.23,43.64,1.37
"DTTA","LFGJ","MC","I",22,2532,199605,201208,0.0137,1.5786,(null),(null),(null),(null),(null),(null),36.85,10.23,47.04,5.44
"DTTA","LFJL","MC","I",22,3488,199806,199810,4.4000,697.6000,(null),(null),(null),(null),(null),(null),36.85,10.23,48.98,6.25
"DTTA","LFJR","MC","I",5,522,201308,201308,5.0000,522.0000,(null),(null),(null),(null),(null),(null),36.85,10.23,47.56,-0.31
"DTTA","LFLC","MC","I",5,754,199806,199806,5.0000,754.0000,(null),(null),(null),(null),(null),(null),36.85,10.23,45.79,3.16
"DTTA","LFLL","MC","I",19860,2130871,199001,201803,7.0853,760.2108,"DTTA","LFLL",0.0,0.588,0.0,34.896,36.85,10.23,45.73,5.08
"DTTA","LFML","MC","I",25854,2602802,199001,201803,9.2237,928.5772,"DTTA","LFML",0.0,0.507,0.0,29.305,36.85,10.23,43.44,5.22
"DTTA","LFMN","MC","I",13828,1545251,199001,201803,4.9333,551.2847,"DTTA","LFMN",0.0,0.513,0.0,29.567,36.85,10.23,43.67,7.22
"DTTA","LFPG","MC","I",41020,4902436,199004,201803,14.6500,1750.8700,"DTTA","LFPG",0.0,0.267,0.0,14.837,36.85,10.23,49.01,2.55
"DTTA","LFPO","MC","I",45668,5812986,199001,201803,16.2925,2073.8445,"DTTA","LFPO",0.0,0.598,0.0,30.127,36.85,10.23,48.72,2.38
"DTTA","LFQQ","MC","I",586,67876,199001,201508,0.2337,27.0638,(null),(null),(null),(null),(null),(null),36.85,10.23,50.56,3.09
"DTTA","LFRC","MC","I",2,578,199010,199010,2.0000,578.0000,(null),(null),(null),(null),(null),(null),36.85,10.23,49.65,-1.48
"DTTA","LFRG","MC","I",17,2617,199805,199809,3.4000,523.4000,(null),(null),(null),(null),(null),(null),36.85,10.23,49.36,0.16
"DTTA","LFRN","MC","I",14,1762,200706,200808,0.1359,17.1068,(null),(null),(null),(null),(null),(null),36.85,10.23,48.07,-1.73
"DTTA","LFRS","MC","I",3690,371353,199208,201803,1.4214,143.0482,"DTTA","LFRS",0.0,0.53,0.0,31.596,36.85,10.23,47.16,-1.61
"DTTA","LFSB","MC","I",424,51883,199001,200808,0.2345,28.6963,(null),(null),(null),(null),(null),(null),36.85,10.23,47.59,7.53
"DTTA","LFST","MC","I",2535,255464,199001,201803,0.9044,91.1395,"DTTA","LFST",0.0,0.666,0.0,43.041,36.85,10.23,48.54,7.63
"DTTA","LFTH","MC","I",36,3576,200908,201508,0.0599,5.9501,(null),(null),(null),(null),(null),(null),36.85,10.23,43.1,6.15
"DTTJ","LFBD","MC","I",1345,178907,199004,201504,0.5378,71.5342,(null),(null),(null),(null),(null),(null),33.88,10.78,44.83,-0.72
"DTTJ","LFBO","MC","I",2122,300762,199004,201708,0.7845,111.1874,(null),(null),(null),(null),(null),(null),33.88,10.78,43.64,1.37
"DTTJ","LFJL","MC","I",444,73165,200008,201508,0.2958,48.7442,(null),(null),(null),(null),(null),(null),33.88,10.78,48.98,6.25
"DTTJ","LFLC","MC","I",33,3194,200405,201305,0.0366,3.5450,(null),(null),(null),(null),(null),(null),33.88,10.78,45.79,3.16
"DTTJ","LFLL","MC","I",7974,1091350,199004,201803,2.8479,389.7679,"DTTJ","LFLL",0.0,0.32,0.0,24.438,33.88,10.78,45.73,5.08
"DTTJ","LFML","MC","I",4613,565420,199008,201803,1.6499,202.2246,"DTTJ","LFML",0.0,0.223,0.0,19.176,33.88,10.78,43.44,5.22
"DTTJ","LFMN","MC","I",933,91036,199904,201710,0.5163,50.3796,"DTTJ","LFMN",0.0,0.182,0.0,10.8,33.88,10.78,43.67,7.22
"DTTJ","LFOH","MC","I",19,2655,199305,200205,0.0211,2.9467,(null),(null),(null),(null),(null),(null),33.88,10.78,49.53,0.09
"DTTJ","LFPG","MC","I",16428,2544781,199004,201803,5.8671,908.8504,"DTTJ","LFPG",0.0,0.397,0.0,25.5,33.88,10.78,49.01,2.55
"DTTJ","LFPO","MC","I",20701,2829467,199001,201803,7.3853,1009.4424,"DTTJ","LFPO",0.0,0.424,0.0,22.915,33.88,10.78,48.72,2.38
"DTTJ","LFQQ","MC","I",2009,288080,199703,201803,0.9562,137.1157,"DTTJ","LFQQ",0.0,0.352,0.0,21.725,33.88,10.78,50.56,3.09
"DTTJ","LFRB","MC","I",228,28598,199705,201306,0.1423,17.8514,(null),(null),(null),(null),(null),(null),33.88,10.78,48.45,-4.42
"DTTJ","LFRG","MC","I",226,39890,200704,201708,0.2249,39.6915,(null),(null),(null),(null),(null),(null),33.88,10.78,49.36,0.16
"DTTJ","LFRK","MC","I",5,618,200210,200210,5.0000,618.0000,(null),(null),(null),(null),(null),(null),33.88,10.78,49.17,-0.45
"DTTJ","LFRN","MC","I",63,8353,200704,200908,0.3073,40.7463,(null),(null),(null),(null),(null),(null),33.88,10.78,48.07,-1.73
"DTTJ","LFRS","MC","I",5676,755669,199004,201803,2.0271,269.8818,"DTTJ","LFRS",0.0,0.217,0.0,17.16,33.88,10.78,47.16,-1.61
"DTTJ","LFSB","MC","I",2421,331550,199010,201506,0.9696,132.7793,(null),(null),(null),(null),(null),(null),33.88,10.78,47.59,7.53
"DTTJ","LFST","MC","I",780,79260,199705,201710,0.3888,39.5115,"DTTJ","LFST",0.0,0.1,0.0,25.6,33.88,10.78,48.54,7.63
"DTTX","LFML","MC","I",7,602,201208,201208,7.0000,602.0000,(null),(null),(null),(null),(null),(null),34.72,10.69,43.44,5.22
"DTTX","LFPG","MC","I",910,84445,199409,201709,0.3955,36.6993,"DTTX","LFPG",0.0,0.486,0.0,21.881,34.72,10.69,49.01,2.55
"DTTX","LFPO","MC","I",1533,144590,199001,201209,0.6940,65.4550,(null),(null),(null),(null),(null),(null),34.72,10.69,48.72,2.38
"DTTZ","LFLC","MC","I",3,545,201003,201003,3.0000,545.0000,(null),(null),(null),(null),(null),(null),33.94,8.11,45.79,3.16
"DTTZ","LFLL","MC","I",918,89231,199403,201402,0.4590,44.6155,(null),(null),(null),(null),(null),(null),33.94,8.11,45.73,5.08
"DTTZ","LFML","MC","I",97,10527,200011,200710,0.1386,15.0386,(null),(null),(null),(null),(null),(null),33.94,8.11,43.44,5.22
"DTTZ","LFMN","MC","I",195,16854,200804,201205,0.4851,41.9254,(null),(null),(null),(null),(null),(null),33.94,8.11,43.67,7.22
"DTTZ","LFPG","MC","I",321,39382,199802,201711,0.1681,20.6188,(null),(null),(null),(null),(null),(null),33.94,8.11,49.01,2.55
"DTTZ","LFPO","MC","I",2321,249534,199003,201710,0.8571,92.1470,"DTTZ","LFPO",0.0,0.253,0.0,17.52,33.94,8.11,48.72,2.38
"DXXX","LFBD","LC","I",22,4439,199306,199310,4.4000,887.8000,(null),(null),(null),(null),(null),(null),6.17,1.25,44.83,-0.72
"DXXX","LFML","LC","I",137,27312,199001,199302,0.4536,90.4371,(null),(null),(null),(null),(null),(null),6.17,1.25,43.44,5.22
"DXXX","LFPG","LC","I",4244,816372,199001,201803,1.5141,291.2494,"DXXX","LFPG",0.0,0.125,0.0,7.485,6.17,1.25,49.01,2.55
"DXXX","LFPO","LC","I",130,39753,199603,200301,0.1860,56.8712,(null),(null),(null),(null),(null),(null),6.17,1.25,48.72,2.38
"EB99","LFKB","MC","I",5,567,199707,199707,5.0000,567.0000,(null),(null),(null),(null),(null),(null),0.0,0.0,42.55,9.48
"EBBR","LFBD","MC","I",15594,635592,199001,201803,5.5633,226.7542,"EBBR","LFBD",0.0,0.144,0.0,10.411,50.9,4.48,44.83,-0.72
"EBBR","LFBO","MC","I",21118,1150408,199304,201803,8.4472,460.1632,"EBBR","LFBO",0.0,0.174,0.0,9.193,50.9,4.48,43.64,1.37
"EBBR","LFBP","MC","I",6,791,200009,200009,6.0000,791.0000,(null),(null),(null),(null),(null),(null),50.9,4.48,43.38,-0.42
"EBBR","LFBT","MC","I",4179,531141,199004,201709,1.5443,196.2827,"EBBR","LFBT",0.0,0.109,0.0,12.767,50.9,4.48,43.19,0.01
"EBBR","LFBZ","MC","I",4,639,200104,200104,4.0000,639.0000,(null),(null),(null),(null),(null),(null),50.9,4.48,43.47,-1.53
"EBBR","LFJL","MC","I",23,607,200602,200602,23.0000,607.0000,(null),(null),(null),(null),(null),(null),50.9,4.48,48.98,6.25
"EBBR","LFKB","MC","I",728,68456,199007,201709,0.2693,25.3259,"EBBR","LFKB",0.0,0.2,0.0,5.25,50.9,4.48,42.55,9.48
"EBBR","LFKF","MC","I",175,10383,201107,201709,0.2902,17.2189,(null),(null),(null),(null),(null),(null),50.9,4.48,41.5,9.1
"EBBR","LFKJ","MC","I",1543,145732,199007,201709,0.5708,53.9149,"EBBR","LFKJ",0.0,0.048,0.0,3.622,50.9,4.48,41.92,8.8
"EBBR","LFLC","MC","I",3194,62546,200112,200807,4.5891,89.8649,(null),(null),(null),(null),(null),(null),50.9,4.48,45.79,3.16
"EBBR","LFLL","MC","I",55193,2169739,199001,201803,19.6907,774.0774,"EBBR","LFLL",0.0,0.151,0.0,7.873,50.9,4.48,45.73,5.08
"EBBR","LFML","MC","I",26847,1292275,199001,201803,9.5780,461.0328,"EBBR","LFML",0.0,0.194,0.0,10.217,50.9,4.48,43.44,5.22
"EBBR","LFMN","MC","I",40558,3745582,199001,201803,14.4695,1336.2761,"EBBR","LFMN",0.0,0.205,0.0,10.764,50.9,4.48,43.67,7.22
"EBBR","LFMP","MC","I",9,1260,199510,200607,0.0082,1.1475,(null),(null),(null),(null),(null),(null),50.9,4.48,42.74,2.87
"EBBR","LFMT","MC","I",35,4005,201407,201409,11.6667,1335.0000,"EBBR","LFMT",0.0,0.255,0.0,9.75,50.9,4.48,43.58,3.96
"EBBR","LFOB","MC","I",15,2891,201002,201010,1.6667,321.2222,(null),(null),(null),(null),(null),(null),50.9,4.48,49.45,2.11
"EBBR","LFPG","MC","I",48288,2895037,199001,201803,17.2273,1032.8352,"EBBR","LFPG",0.0,0.288,0.0,13.157,50.9,4.48,49.01,2.55
"EBBR","LFPO","MC","I",6041,172810,199207,200503,4.6577,133.2382,(null),(null),(null),(null),(null),(null),50.9,4.48,48.72,2.38
"EBBR","LFRS","MC","I",10548,291619,199704,201803,5.0229,138.8662,"EBBR","LFRS",0.0,0.178,0.0,9.417,50.9,4.48,47.16,-1.61
"EBBR","LFSB","MC","I",38788,821305,199001,201803,13.8380,293.0093,"EBBR","LFSB",0.0,0.129,0.0,7.163,50.9,4.48,47.59,7.53
"EBBR","LFST","MC","I",20266,643887,199001,201803,7.2301,229.7135,"EBBR","LFST",0.0,0.157,0.0,9.566,50.9,4.48,48.54,7.63
"EBBR","LFTH","MC","I",1025,84292,199904,201010,0.9259,76.1445,(null),(null),(null),(null),(null),(null),50.9,4.48,43.1,6.15
"EBBR","LFTW","MC","I",14,1904,199209,200009,0.0175,2.3770,(null),(null),(null),(null),(null),(null),50.9,4.48,43.76,4.42
"EBCI","LFBD","MC","I",1801,285431,200912,201803,2.0191,319.9899,"EBCI","LFBD",0.0,0.09,0.0,4.987,50.46,4.45,44.83,-0.72
"EBCI","LFBE","MC","I",576,88461,200803,201710,0.6344,97.4240,(null),(null),(null),(null),(null),(null),50.46,4.45,44.82,0.52
"EBCI","LFBH","MC","I",520,76593,200906,201710,0.6460,95.1466,(null),(null),(null),(null),(null),(null),50.46,4.45,46.18,-1.2
"EBCI","LFBL","MC","I",66,7349,200803,200810,8.2500,918.6250,(null),(null),(null),(null),(null),(null),50.46,4.45,45.86,1.18
"EBCI","LFBO","MC","I",498,80349,201611,201803,2.5803,416.3161,"EBCI","LFBO",0.0,0.15,0.0,6.841,50.46,4.45,43.64,1.37
"EBCI","LFBP","MC","I",390,58878,200711,201010,1.3000,196.2600,(null),(null),(null),(null),(null),(null),50.46,4.45,43.38,-0.42
"EBCI","LFBT","MC","I",41,5135,199306,200908,0.0256,3.2034,(null),(null),(null),(null),(null),(null),50.46,4.45,43.19,0.01
"EBCI","LFBZ","MC","I",700,112689,201104,201803,1.0000,160.9843,"EBCI","LFBZ",0.0,0.103,0.0,5.049,50.46,4.45,43.47,-1.53
"EBCI","LFCR","MC","I",366,48396,201204,201710,0.7219,95.4556,"EBCI","LFCR",0.0,0.364,0.0,11.2,50.46,4.45,44.41,2.48
"EBCI","LFKB","MC","I",79,12465,201704,201710,11.2857,1780.7143,"EBCI","LFKB",0.0,0.657,0.0,21.0,50.46,4.45,42.55,9.48
"EBCI","LFKF","MC","I",1183,185360,200907,201803,1.3188,206.6444,"EBCI","LFKF",0.0,0.045,0.0,3.212,50.46,4.45,41.5,9.1
"EBCI","LFKJ","MC","I",86,13010,201703,201710,10.7500,1626.2500,"EBCI","LFKJ",0.0,0.355,0.0,14.98,50.46,4.45,41.92,8.8
"EBCI","LFLC","MC","I",79,7750,201304,201409,0.7453,73.1132,(null),(null),(null),(null),(null),(null),50.46,4.45,45.79,3.16
"EBCI","LFLS","MC","I",64,7582,200612,200901,0.2207,26.1448,(null),(null),(null),(null),(null),(null),50.46,4.45,45.36,5.33
"EBCI","LFMK","MC","I",6071,931368,200104,201803,3.5712,547.8635,"EBCI","LFMK",0.0,0.128,0.0,8.498,50.46,4.45,43.22,2.31
"EBCI","LFML","MC","I",3681,586644,200611,201803,3.0855,491.7385,"EBCI","LFML",0.0,0.077,0.0,3.879,50.46,4.45,43.44,5.22
"EBCI","LFMN","MC","I",382,46689,200305,201710,0.2717,33.2070,"EBCI","LFMN",0.0,0.0,0.0,1.05,50.46,4.45,43.67,7.22
"EBCI","LFMP","MC","I",1471,228683,200203,201803,0.9188,142.8376,"EBCI","LFMP",0.0,0.126,0.0,31.544,50.46,4.45,42.74,2.87
"EBCI","LFMT","MC","I",1614,259500,200811,201803,1.6254,261.3293,"EBCI","LFMT",0.0,0.083,0.0,4.163,50.46,4.45,43.58,3.96
"EBCI","LFTH","MC","I",815,101743,201011,201803,1.0277,128.3014,"EBCI","LFTH",0.0,0.169,0.0,9.6,50.46,4.45,43.1,6.15
"EBCI","LFTW","MC","I",2689,430926,200604,201803,2.2408,359.1050,"EBCI","LFTW",0.0,0.523,0.0,75.408,50.46,4.45,43.76,4.42
"EBLG","LFKB","MC","I",75,9307,201406,201608,0.3695,45.8473,"EBLG","LFKB",0.0,0.2,0.0,11.7,50.64,5.44,42.55,9.48
"EBLG","LFKJ","MC","I",63,7162,201407,201609,0.3103,35.2808,"EBLG","LFKJ",0.0,0.4,0.0,33.5,50.64,5.44,41.92,8.8
"EBLG","LFMN","MC","I",70,4248,201306,201604,0.2341,14.2074,"EBLG","LFMN",0.0,0.727,0.0,57.5,50.64,5.44,43.67,7.22
"EBLG","LFPO","MC","I",258,3475,199010,199110,2.5545,34.4059,(null),(null),(null),(null),(null),(null),50.64,5.44,48.72,2.38
"EBLG","LFQQ","MC","I",44,6134,200111,200809,0.0629,8.7754,(null),(null),(null),(null),(null),(null),50.64,5.44,50.56,3.09
"EBOS","LFMN","MC","I",128,12615,201604,201710,1.1963,117.8972,(null),(null),(null),(null),(null),(null),51.2,2.86,43.67,7.22
"ED99","LFML","MC","I",31,6369,199305,199305,31.0000,6369.0000,(null),(null),(null),(null),(null),(null),0.0,0.0,43.44,5.22
"EDDB","LFBD","MC","I",419,54459,201604,201803,2.0950,272.2950,"EDDB","LFBD",0.0,0.14,0.0,6.638,52.38,13.52,44.83,-0.72
"EDDB","LFBO","MC","I",869,112112,201605,201803,4.3668,563.3769,"EDDB","LFBO",0.0,0.178,0.0,10.926,52.38,13.52,43.64,1.37
"EDDB","LFKB","MC","I",60,7310,200906,201708,0.0747,9.1034,(null),(null),(null),(null),(null),(null),52.38,13.52,42.55,9.48
"EDDB","LFLL","MC","I",1819,239106,200711,201803,1.6642,218.7612,"EDDB","LFLL",0.0,0.207,0.0,12.643,52.38,13.52,45.73,5.08
"EDDB","LFML","MC","I",226,29809,201611,201803,1.1710,154.4508,"EDDB","LFML",0.0,0.077,0.0,4.047,52.38,13.52,43.44,5.22
"EDDB","LFMN","MC","I",5147,619048,200405,201803,3.6791,442.4932,"EDDB","LFMN",0.0,0.084,0.0,4.897,52.38,13.52,43.67,7.22
"EDDB","LFOB","MC","I",8,546,200302,200302,8.0000,546.0000,(null),(null),(null),(null),(null),(null),52.38,13.52,49.45,2.11
"EDDB","LFPG","MC","I",24,2917,200910,201001,0.2609,31.7065,(null),(null),(null),(null),(null),(null),52.38,13.52,49.01,2.55
"EDDB","LFPO","MC","I",9304,1435692,200405,201803,6.6505,1026.2273,"EDDB","LFPO",0.0,0.186,0.0,9.563,52.38,13.52,48.72,2.38
"EDDB","LFQQ","MC","I",96,4846,201603,201604,48.0000,2423.0000,"EDDB","LFQQ",0.0,0.073,0.0,4.65,52.38,13.52,50.56,3.09
"EDDB","LFRS","MC","I",101,14958,201704,201803,1.0100,149.5800,(null),(null),(null),(null),(null),(null),52.38,13.52,47.16,-1.61
"EDDB","LFSB","MC","I",19495,2367647,199310,201803,7.8168,949.3372,"EDDB","LFSB",0.0,0.076,0.0,4.161,52.38,13.52,47.59,7.53
"EDDC","LFSB","MC","I",1884,216192,199509,201803,0.8209,94.2013,"EDDC","LFSB",0.0,0.143,0.0,7.299,51.13,13.77,47.59,7.53
"EDDF","LFBD","MC","I",2681,118556,199002,201803,0.9568,42.3112,"EDDF","LFBD",0.0,0.192,0.0,10.55,50.03,8.57,44.83,-0.72
"EDDF","LFBO","MC","I",21968,1428820,199001,201803,7.8373,509.7467,"EDDF","LFBO",0.0,0.165,0.0,8.063,50.03,8.57,43.64,1.37
"EDDF","LFBT","MC","I",72,8166,199404,200006,0.1194,13.5423,(null),(null),(null),(null),(null),(null),50.03,8.57,43.19,0.01
"EDDF","LFKB","MC","I",212,24265,199003,201709,0.0783,8.9638,"EDDF","LFKB",0.0,0.1,0.0,10.8,50.03,8.57,42.55,9.48
"EDDF","LFKC","MC","I",363,55861,199007,200609,0.2265,34.8478,(null),(null),(null),(null),(null),(null),50.03,8.57,42.52,8.79
"EDDF","LFKF","MC","I",6,521,199708,199708,6.0000,521.0000,(null),(null),(null),(null),(null),(null),50.03,8.57,41.5,9.1
"EDDF","LFLL","MC","I",44608,3045696,199001,201803,15.9144,1086.5844,"EDDF","LFLL",0.0,0.17,0.0,8.325,50.03,8.57,45.73,5.08
"EDDF","LFML","MC","I",18976,1219915,199001,201803,6.7699,435.2176,"EDDF","LFML",0.0,0.141,0.0,7.187,50.03,8.57,43.44,5.22
"EDDF","LFMN","MC","I",36850,3253030,199001,201803,13.1466,1160.5530,"EDDF","LFMN",0.0,0.182,0.0,8.403,50.03,8.57,43.67,7.22
"EDDF","LFMT","MC","I",5,539,201508,201508,5.0000,539.0000,(null),(null),(null),(null),(null),(null),50.03,8.57,43.58,3.96
"EDDF","LFOB","MC","I",9,503,201208,201208,9.0000,503.0000,(null),(null),(null),(null),(null),(null),50.03,8.57,49.45,2.11
"EDDF","LFPG","MC","I",154448,12732470,199001,201803,55.1010,4542.4438,"EDDF","LFPG",0.0,0.173,0.0,8.76,50.03,8.57,49.01,2.55
"EDDF","LFPO","MC","I",6498,445726,199001,201008,3.2361,221.9751,(null),(null),(null),(null),(null),(null),50.03,8.57,48.72,2.38
"EDDF","LFSB","MC","I",39724,1453597,199001,201803,14.1720,518.5862,"EDDF","LFSB",0.0,0.136,0.0,7.139,50.03,8.57,47.59,7.53
"EDDF","LFST","MC","I",1771,29199,199507,199910,4.3837,72.2748,(null),(null),(null),(null),(null),(null),50.03,8.57,48.54,7.63
"EDDG","LFBT","MC","I",164,18213,199209,201409,0.0745,8.2749,(null),(null),(null),(null),(null),(null),52.13,7.68,43.19,0.01
"EDDG","LFPG","MC","I",1184,22760,200805,200912,10.9630,210.7407,(null),(null),(null),(null),(null),(null),52.13,7.68,49.01,2.55
"EDDH","LFBD","MC","I",62,8272,201706,201710,12.4000,1654.4000,"EDDH","LFBD",0.0,0.227,0.0,16.42,53.63,9.99,44.83,-0.72
"EDDH","LFBO","MC","I",3908,302578,199705,201803,1.8618,144.1534,"EDDH","LFBO",0.0,0.153,0.0,9.429,53.63,9.99,43.64,1.37
"EDDH","LFKB","MC","I",46,5314,201307,201709,0.1141,13.1861,(null),(null),(null),(null),(null),(null),53.63,9.99,42.55,9.48
"EDDH","LFLL","MC","I",2515,81098,200711,201203,5.1014,164.4990,"EDDH","LFLL",0.0,0.087,0.0,5.233,53.63,9.99,45.73,5.08
"EDDH","LFLS","MC","I",5,521,200803,200803,5.0000,521.0000,(null),(null),(null),(null),(null),(null),53.63,9.99,45.36,5.33
"EDDH","LFML","MC","I",134,12840,201204,201608,0.3309,31.7037,"EDDH","LFML",0.0,0.103,0.0,6.8,53.63,9.99,43.44,5.22
"EDDH","LFMN","MC","I",4384,297052,199004,201803,1.5657,106.0900,"EDDH","LFMN",0.0,0.21,0.0,10.784,53.63,9.99,43.67,7.22
"EDDH","LFPG","MC","I",67200,4818994,199001,201803,23.9743,1719.2273,"EDDH","LFPG",0.0,0.154,0.0,8.399,53.63,9.99,49.01,2.55
"EDDH","LFPO","MC","I",692,88739,199807,201703,0.3648,46.7786,"EDDH","LFPO",0.0,0.17,0.0,9.854,53.63,9.99,48.72,2.38
"EDDH","LFRS","MC","I",63,3594,201711,201803,0.6774,38.6452,"EDDH","LFRS",0.0,0.259,0.0,13.72,53.63,9.99,47.16,-1.61
"EDDH","LFSB","MC","I",22757,1444002,199001,201803,8.1188,515.1630,"EDDH","LFSB",0.0,0.104,0.0,5.772,53.63,9.99,47.59,7.53
"EDDH","LFST","MC","I",1527,23062,199505,199906,3.7985,57.3682,(null),(null),(null),(null),(null),(null),53.63,9.99,48.54,7.63
"EDDK","LFBD","MC","I",205,7613,200805,200810,34.1667,1268.8333,(null),(null),(null),(null),(null),(null),50.87,7.14,44.83,-0.72
"EDDK","LFBT","MC","I",215,22535,199005,200905,0.1131,11.8543,(null),(null),(null),(null),(null),(null),50.87,7.14,43.19,0.01
"EDDK","LFKB","MC","I",678,82126,200607,201710,0.6141,74.3895,"EDDK","LFKB",0.0,0.4,0.0,29.95,50.87,7.14,42.55,9.48
"EDDK","LFKC","MC","I",502,68133,200704,201710,0.4985,67.6594,"EDDK","LFKC",0.0,0.05,0.0,1.6,50.87,7.14,42.52,8.79
"EDDK","LFML","MC","I",1827,104865,200304,201110,2.2639,129.9442,(null),(null),(null),(null),(null),(null),50.87,7.14,43.44,5.22
"EDDK","LFMN","MC","I",4834,468067,199505,201803,2.1027,203.5959,"EDDK","LFMN",0.0,0.143,0.0,7.694,50.87,7.14,43.67,7.22
"EDDK","LFMT","MC","I",7,575,199806,199806,7.0000,575.0000,(null),(null),(null),(null),(null),(null),50.87,7.14,43.58,3.96
"EDDK","LFPG","MC","I",54873,1468059,199001,201403,22.8352,610.9276,"EDDK","LFPG",0.0,0.065,0.0,3.711,50.87,7.14,49.01,2.55
"EDDK","LFPO","MC","I",46,505,199310,199310,46.0000,505.0000,(null),(null),(null),(null),(null),(null),50.87,7.14,48.72,2.38
"EDDK","LFSB","MC","I",7418,82359,199005,201606,2.8509,31.6522,(null),(null),(null),(null),(null),(null),50.87,7.14,47.59,7.53
"EDDL","LFBD","MC","I",64,3324,201711,201803,0.6882,35.7419,"EDDL","LFBD",0.0,0.127,0.0,8.48,51.28,6.76,44.83,-0.72
"EDDL","LFBO","MC","I",619,17950,200605,201109,1.2257,35.5446,(null),(null),(null),(null),(null),(null),51.28,6.76,43.64,1.37
"EDDL","LFBT","MC","I",150,20982,199005,199909,0.1657,23.1845,(null),(null),(null),(null),(null),(null),51.28,6.76,43.19,0.01
"EDDL","LFKB","MC","I",60,8226,199106,201710,0.0230,3.1578,(null),(null),(null),(null),(null),(null),51.28,6.76,42.55,9.48
"EDDL","LFKC","MC","I",594,80904,199004,201610,0.2278,31.0334,(null),(null),(null),(null),(null),(null),51.28,6.76,42.52,8.79
"EDDL","LFLC","MC","I",1248,22596,199802,200010,5.9713,108.1148,(null),(null),(null),(null),(null),(null),51.28,6.76,45.79,3.16
